chauffageemissionid,chauffageid,begesid,co2emischauffage,datedebut,datefin,rank
15367,4,506,14.461662744064181,2023-06-16,2023-06-16,5
15368,4,506,19.02206332130826,2023-06-17,2023-06-17,3
15369,6,506,12.258041114218559,2023-06-18,2023-06-18,1
15370,6,506,19.385873837029635,2023-06-19,2023-06-19,1
15371,7,506,10.502581872279736,2023-06-20,2023-06-20,2
15372,8,506,26.82927540936677,2023-06-21,2023-06-21,3
15373,7,506,21.061123974466515,2023-06-22,2023-06-22,5
15374,5,506,17.749505457725107,2023-06-23,2023-06-23,2
15375,7,506,23.125917520718225,2023-06-24,2023-06-24,1
15376,4,506,27.331309771558466,2023-06-25,2023-06-25,3
15377,7,506,30.469861211482925,2023-06-26,2023-06-26,5
15378,8,506,28.14031039200333,2023-06-27,2023-06-27,5
15379,4,506,27.413853323830786,2023-06-28,2023-06-28,2
15380,1,506,14.208261826668585,2023-06-29,2023-06-29,3
15381,2,507,30.601088234226292,2023-06-30,2023-06-30,1
15382,3,507,27.756715259380748,2023-07-01,2023-07-01,2
15383,8,507,18.306760159963442,2023-07-02,2023-07-02,2
15384,6,507,24.05774952769619,2023-07-03,2023-07-03,2
15385,4,507,13.332994438710854,2023-07-04,2023-07-04,3
15386,7,507,25.02654262510233,2023-07-05,2023-07-05,1
15387,4,507,25.294520661636486,2023-07-06,2023-07-06,1
15388,5,507,17.560414055152375,2023-07-07,2023-07-07,2
15389,4,507,25.300611068479796,2023-07-08,2023-07-08,4
15390,8,507,9.64668624597411,2023-07-09,2023-07-09,1
15391,4,507,23.57931502385209,2023-07-10,2023-07-10,4
15392,6,507,10.43350157420456,2023-07-11,2023-07-11,1
15393,5,507,29.327189971910055,2023-07-12,2023-07-12,2
15394,5,507,25.83484125304093,2023-07-13,2023-07-13,4
15395,1,507,15.997448824305486,2023-07-14,2023-07-14,1
15396,7,507,15.654165990394995,2023-07-15,2023-07-15,3
15397,1,507,28.891780958040073,2023-07-16,2023-07-16,5
15398,2,507,29.83579604258642,2023-07-17,2023-07-17,4
15399,5,507,29.001143417814003,2023-07-18,2023-07-18,3
15400,8,507,10.320084377153329,2023-07-19,2023-07-19,3
15401,4,507,8.550736287654656,2023-07-20,2023-07-20,5
15402,3,507,10.388102527352345,2023-07-21,2023-07-21,5
15403,5,507,12.33792301531505,2023-07-22,2023-07-22,1
15404,6,507,15.915519801426965,2023-07-23,2023-07-23,4
15405,6,507,24.912017239460802,2023-07-24,2023-07-24,3
15406,4,507,8.44845387458138,2023-07-25,2023-07-25,4
15407,6,507,30.344793455477316,2023-07-26,2023-07-26,5
15408,7,507,21.026560666508267,2023-07-27,2023-07-27,5
15409,1,507,11.743428363835278,2023-07-28,2023-07-28,1
15410,6,507,27.20211795950111,2023-07-29,2023-07-29,3
15411,1,508,19.719840627578368,2023-07-30,2023-07-30,4
15412,8,508,31.828817087370272,2023-07-31,2023-07-31,1
15413,4,508,30.14650514930623,2023-08-01,2023-08-01,3
15414,6,508,25.437692542028636,2023-08-02,2023-08-02,3
15415,8,508,10.076922181913842,2023-08-03,2023-08-03,4
15416,4,508,31.911445773900923,2023-08-04,2023-08-04,2
15417,1,508,21.61507762235431,2023-08-05,2023-08-05,2
15418,5,508,20.331506682332794,2023-08-06,2023-08-06,4
15419,5,508,12.405537854309557,2023-08-07,2023-08-07,2
15420,7,508,19.034882573750195,2023-08-08,2023-08-08,5
15421,2,508,31.822932130573953,2023-08-09,2023-08-09,3
15422,2,508,9.14007272888992,2023-08-10,2023-08-10,5
15423,4,508,10.641075872670912,2023-08-11,2023-08-11,3
15424,2,508,10.318616565089597,2023-08-12,2023-08-12,1
15425,2,508,17.50008804356856,2023-08-13,2023-08-13,4
15426,1,508,29.78513691901521,2023-08-14,2023-08-14,2
15427,3,508,30.38489852075536,2023-08-15,2023-08-15,4
15428,3,508,8.201349382170735,2023-08-16,2023-08-16,3
15429,8,508,29.533772235472476,2023-08-17,2023-08-17,3
15430,5,508,23.39587106134411,2023-08-18,2023-08-18,4
15431,4,508,10.177718825077338,2023-08-19,2023-08-19,1
15432,1,508,12.296861201313313,2023-08-20,2023-08-20,4
15433,2,508,12.44433248566034,2023-08-21,2023-08-21,2
15434,3,508,20.62438107818261,2023-08-22,2023-08-22,5
15435,8,508,17.037906181704212,2023-08-23,2023-08-23,1
15436,1,508,18.028200680915326,2023-08-24,2023-08-24,5
15437,5,508,25.791054471939994,2023-08-25,2023-08-25,4
15438,4,508,23.718080771578578,2023-08-26,2023-08-26,3
15439,5,508,9.410439908833542,2023-08-27,2023-08-27,5
15440,4,508,22.15835412241451,2023-08-28,2023-08-28,2
15441,8,509,12.36269760754709,2023-08-29,2023-08-29,1
15442,3,509,31.573467725127887,2023-08-30,2023-08-30,5
15443,3,509,24.777201669263402,2023-08-31,2023-08-31,3
15444,8,509,27.55579924372563,2023-09-01,2023-09-01,2
15445,8,509,20.49619210444672,2023-09-02,2023-09-02,1
15446,7,509,8.052719256317191,2023-09-03,2023-09-03,3
15447,4,509,31.913660341627782,2023-09-04,2023-09-04,4
15448,1,509,11.240349750229852,2023-09-05,2023-09-05,4
15449,5,509,17.35573698412064,2023-09-06,2023-09-06,2
15450,4,509,21.341090198966953,2023-09-07,2023-09-07,2
15451,2,509,19.601118815726903,2023-09-08,2023-09-08,2
15452,8,509,29.52238068974358,2023-09-09,2023-09-09,4
15453,8,509,19.988641760205766,2023-09-10,2023-09-10,1
15454,1,509,24.606220646237798,2023-09-11,2023-09-11,5
15455,8,509,23.767704264268016,2023-09-12,2023-09-12,3
15456,6,509,8.521346000381877,2023-09-13,2023-09-13,5
15457,3,509,10.992065986293552,2023-09-14,2023-09-14,4
15458,3,509,21.228415770258056,2023-09-15,2023-09-15,5
15459,2,509,14.811970935526091,2023-09-16,2023-09-16,1
15460,3,509,30.960331637016026,2023-09-17,2023-09-17,3
15461,1,509,19.05728729370029,2023-09-18,2023-09-18,4
15462,4,509,31.975277595467745,2023-09-19,2023-09-19,5
15463,6,509,30.802373978627152,2023-09-20,2023-09-20,4
15464,4,509,17.4636561031579,2023-09-21,2023-09-21,2
15465,6,509,30.302889060914715,2023-09-22,2023-09-22,3
15466,4,509,20.454526991978845,2023-09-23,2023-09-23,1
15467,3,509,21.698204187304857,2023-09-24,2023-09-24,2
15468,2,509,16.72164526761146,2023-09-25,2023-09-25,3
15469,4,509,19.147464116095758,2023-09-26,2023-09-26,3
15470,6,509,29.03588715903158,2023-09-27,2023-09-27,3
15471,1,510,39.881670904186244,2023-09-28,2023-09-28,2
15472,5,510,27.148648716668024,2023-09-29,2023-09-29,5
15473,7,510,15.889986925647253,2023-09-30,2023-09-30,1
15474,3,510,22.67192892111727,2023-10-01,2023-10-01,3
15475,4,510,39.134587660685185,2023-10-02,2023-10-02,4
15476,8,510,17.24436388886454,2023-10-03,2023-10-03,2
15477,3,510,20.31745283690435,2023-10-04,2023-10-04,3
15478,4,510,11.383254947359445,2023-10-05,2023-10-05,2
15479,7,510,27.030479295642053,2023-10-06,2023-10-06,3
15480,2,510,33.54789094746282,2023-10-07,2023-10-07,3
15481,5,510,38.28799228967115,2023-10-08,2023-10-08,5
15482,6,510,19.412432958891504,2023-10-09,2023-10-09,1
15483,8,510,36.13705713700079,2023-10-10,2023-10-10,1
15484,1,510,17.416336614460015,2023-10-11,2023-10-11,1
15485,7,510,32.5522471329859,2023-10-12,2023-10-12,5
15486,6,510,37.43900978124981,2023-10-13,2023-10-13,4
15487,7,510,24.074216611662784,2023-10-14,2023-10-14,2
15488,7,510,34.27076546590651,2023-10-15,2023-10-15,4
15489,4,510,11.456402223648917,2023-10-16,2023-10-16,1
15490,5,510,31.709398116393636,2023-10-17,2023-10-17,5
15491,3,510,22.274520343107316,2023-10-18,2023-10-18,3
15492,4,510,31.220459270802248,2023-10-19,2023-10-19,3
15493,6,510,19.73147507061903,2023-10-20,2023-10-20,4
15494,3,510,38.49175551754391,2023-10-21,2023-10-21,4
15495,6,510,21.495592928856887,2023-10-22,2023-10-22,1
15496,5,510,35.498967527095104,2023-10-23,2023-10-23,4
15497,1,510,23.111074124070008,2023-10-24,2023-10-24,4
15498,2,510,33.45314392898992,2023-10-25,2023-10-25,1
15499,2,510,21.026862264162418,2023-10-26,2023-10-26,4
15500,8,510,38.204206820722334,2023-10-27,2023-10-27,5
15501,6,511,29.233178222085346,2023-10-28,2023-10-28,3
15502,6,511,34.92792349224174,2023-10-29,2023-10-29,3
15503,2,511,28.28201815925622,2023-10-30,2023-10-30,3
15504,3,511,35.11180150013706,2023-10-31,2023-10-31,4
15505,6,511,25.58252704425245,2023-11-01,2023-11-01,1
15506,6,511,36.07270152631369,2023-11-02,2023-11-02,5
15507,8,511,15.99220977706203,2023-11-03,2023-11-03,4
15508,7,511,31.86803997176309,2023-11-04,2023-11-04,5
15509,2,511,12.198041467100477,2023-11-05,2023-11-05,2
15510,2,511,20.575643429195686,2023-11-06,2023-11-06,3
15511,8,511,14.743695026606225,2023-11-07,2023-11-07,5
15512,8,511,26.168069231018947,2023-11-08,2023-11-08,2
15513,4,511,35.62175016446107,2023-11-09,2023-11-09,4
15514,2,511,29.589284817069988,2023-11-10,2023-11-10,1
15515,7,511,14.39537144842027,2023-11-11,2023-11-11,4
15516,8,511,28.559596337126244,2023-11-12,2023-11-12,5
15517,5,511,17.517434380233777,2023-11-13,2023-11-13,5
15518,3,511,38.06042685044741,2023-11-14,2023-11-14,4
15519,8,511,22.86741252626696,2023-11-15,2023-11-15,5
15520,6,511,29.06085311699212,2023-11-16,2023-11-16,1
15521,2,511,31.459791107770766,2023-11-17,2023-11-17,1
15522,5,511,26.68922651715082,2023-11-18,2023-11-18,2
15523,7,511,20.292021100752134,2023-11-19,2023-11-19,4
15524,8,511,20.30919413346022,2023-11-20,2023-11-20,3
15525,1,511,26.633654498381137,2023-11-21,2023-11-21,2
15526,8,511,36.76433210711572,2023-11-22,2023-11-22,1
15527,4,511,12.906686518333487,2023-11-23,2023-11-23,3
15528,5,511,18.980874075330465,2023-11-24,2023-11-24,1
15529,3,511,29.29326959139769,2023-11-25,2023-11-25,4
15530,3,511,21.449624791112583,2023-11-26,2023-11-26,5
15531,4,512,37.769520754780245,2023-11-27,2023-11-27,1
15532,6,512,11.451461526665081,2023-11-28,2023-11-28,2
15533,6,512,24.880003775084717,2023-11-29,2023-11-29,3
15534,6,512,38.5274180227983,2023-11-30,2023-11-30,3
15535,6,512,17.04416867158804,2023-12-01,2023-12-01,1
15536,6,512,26.89242669191043,2023-12-02,2023-12-02,2
15537,4,512,16.405525249029225,2023-12-03,2023-12-03,2
15538,4,512,21.363876067252598,2023-12-04,2023-12-04,2
15539,4,512,35.49958560077053,2023-12-05,2023-12-05,5
15540,8,512,20.59944833655956,2023-12-06,2023-12-06,2
15541,1,512,26.549839658684196,2023-12-07,2023-12-07,5
15542,2,512,17.851013787827032,2023-12-08,2023-12-08,1
15543,4,512,12.832165383651798,2023-12-09,2023-12-09,1
15544,3,512,23.086114715579484,2023-12-10,2023-12-10,5
15545,2,512,26.825757551615574,2023-12-11,2023-12-11,4
15546,5,512,38.08392665031586,2023-12-12,2023-12-12,4
15547,3,512,19.739372661299726,2023-12-13,2023-12-13,3
15548,7,512,25.63534364481296,2023-12-14,2023-12-14,3
15549,8,512,23.312177878587143,2023-12-15,2023-12-15,4
15550,4,512,31.300585896651057,2023-12-16,2023-12-16,1
15551,2,512,26.81338531692839,2023-12-17,2023-12-17,3
15552,4,512,25.359803268390962,2023-12-18,2023-12-18,4
15553,4,512,10.44209271293889,2023-12-19,2023-12-19,3
15554,6,512,19.557006878512244,2023-12-20,2023-12-20,4
15555,6,512,13.6262410385591,2023-12-21,2023-12-21,5
15556,1,512,21.70868299579364,2023-12-22,2023-12-22,5
15557,5,512,28.278684586172353,2023-12-23,2023-12-23,3
15558,2,512,25.621141505919763,2023-12-24,2023-12-24,2
15559,4,512,31.75930567187605,2023-12-25,2023-12-25,3
15560,5,512,28.66493922121833,2023-12-26,2023-12-26,3
15561,6,513,13.364874438655013,2023-01-01,2023-01-01,5
15562,4,513,29.78367742549564,2023-01-02,2023-01-02,4
15563,6,513,39.685117415127365,2023-01-03,2023-01-03,3
15564,5,513,29.08592184650658,2023-01-04,2023-01-04,2
15565,6,513,45.861083668248504,2023-01-05,2023-01-05,3
15566,2,513,36.46346336264724,2023-01-06,2023-01-06,5
15567,4,513,44.47189580014626,2023-01-07,2023-01-07,5
15568,2,513,30.805120264376736,2023-01-08,2023-01-08,3
15569,6,513,46.75173066061806,2023-01-09,2023-01-09,2
15570,6,513,43.88225906598359,2023-01-10,2023-01-10,5
15571,7,513,43.065796643342885,2023-01-11,2023-01-11,3
15572,5,513,12.807254256009857,2023-01-12,2023-01-12,5
15573,7,513,19.209687958132196,2023-01-13,2023-01-13,3
15574,5,513,29.043257499076464,2023-01-14,2023-01-14,1
15575,4,513,36.6102724151589,2023-01-15,2023-01-15,2
15576,6,513,40.72877474652741,2023-01-16,2023-01-16,3
15577,4,513,28.32962092383817,2023-01-17,2023-01-17,4
15578,5,513,41.34441177103858,2023-01-18,2023-01-18,2
15579,1,513,40.437805881052086,2023-01-19,2023-01-19,1
15580,8,513,27.148781854921513,2023-01-20,2023-01-20,2
15581,5,513,27.340511107653555,2023-01-21,2023-01-21,3
15582,2,513,26.652099791666174,2023-01-22,2023-01-22,2
15583,2,513,31.679726321481105,2023-01-23,2023-01-23,4
15584,7,513,20.085287191358194,2023-01-24,2023-01-24,2
15585,7,513,24.37853477375744,2023-01-25,2023-01-25,5
15586,7,513,12.000619178710707,2023-01-26,2023-01-26,2
15587,5,513,28.545404246314394,2023-01-27,2023-01-27,4
15588,2,513,16.38272542065544,2023-01-28,2023-01-28,5
15589,6,513,44.95538570694862,2023-01-29,2023-01-29,3
15590,2,513,38.0860617154941,2023-01-30,2023-01-30,1
15591,8,514,29.336141495833193,2023-01-31,2023-01-31,1
15592,3,514,45.038164865596926,2023-02-01,2023-02-01,3
15593,7,514,40.87349098126984,2023-02-02,2023-02-02,4
15594,7,514,33.29476205743973,2023-02-03,2023-02-03,1
15595,4,514,26.87214029850198,2023-02-04,2023-02-04,1
15596,2,514,42.99685272850268,2023-02-05,2023-02-05,2
15597,7,514,41.502488201181215,2023-02-06,2023-02-06,1
15598,1,514,22.61308155048097,2023-02-07,2023-02-07,5
15599,6,514,25.135474299539272,2023-02-08,2023-02-08,2
15600,6,514,17.133920156834993,2023-02-09,2023-02-09,4
15601,1,514,43.33221059231982,2023-02-10,2023-02-10,4
15602,3,514,21.075545124537207,2023-02-11,2023-02-11,5
15603,8,514,34.65582143803512,2023-02-12,2023-02-12,3
15604,1,514,22.485767690131134,2023-02-13,2023-02-13,1
15605,2,514,23.53843821046056,2023-02-14,2023-02-14,3
15606,5,514,42.26836045272336,2023-02-15,2023-02-15,3
15607,4,514,25.267089740871768,2023-02-16,2023-02-16,2
15608,3,514,24.34426416022901,2023-02-17,2023-02-17,1
15609,4,514,24.415053028884806,2023-02-18,2023-02-18,4
15610,8,514,12.375861876702064,2023-02-19,2023-02-19,5
15611,3,514,32.20668237571863,2023-02-20,2023-02-20,1
15612,7,514,23.11051163363617,2023-02-21,2023-02-21,3
15613,4,514,40.92400194871265,2023-02-22,2023-02-22,3
15614,1,514,46.33143777248302,2023-02-23,2023-02-23,3
15615,1,514,34.245407047000676,2023-02-24,2023-02-24,5
15616,1,514,41.417519237265786,2023-02-25,2023-02-25,4
15617,2,514,45.1810628503633,2023-02-26,2023-02-26,3
15618,5,514,25.830809733591753,2023-02-27,2023-02-27,2
15619,1,514,34.32886708824444,2023-02-28,2023-02-28,4
15620,7,514,34.37182723660862,2023-03-01,2023-03-01,2
15621,2,515,23.345477733195324,2023-03-02,2023-03-02,2
15622,6,515,25.60653470630086,2023-03-03,2023-03-03,4
15623,3,515,18.437515675837567,2023-03-04,2023-03-04,4
15624,5,515,33.782572886336496,2023-03-05,2023-03-05,4
15625,2,515,19.26906158343676,2023-03-06,2023-03-06,1
15626,3,515,31.413338721963594,2023-03-07,2023-03-07,3
15627,4,515,35.10503684971957,2023-03-08,2023-03-08,5
15628,4,515,34.962460031100754,2023-03-09,2023-03-09,4
15629,1,515,23.08750382254443,2023-03-10,2023-03-10,4
15630,3,515,32.025440761747035,2023-03-11,2023-03-11,1
15631,1,515,30.675895188224843,2023-03-12,2023-03-12,3
15632,4,515,27.540399356764215,2023-03-13,2023-03-13,4
15633,5,515,21.53818899082169,2023-03-14,2023-03-14,4
15634,6,515,32.65906755866334,2023-03-15,2023-03-15,3
15635,8,515,18.19798012056907,2023-03-16,2023-03-16,1
15636,4,515,18.606816855932482,2023-03-17,2023-03-17,3
15637,8,515,11.355984412994319,2023-03-18,2023-03-18,1
15638,5,515,18.217977340486897,2023-03-19,2023-03-19,1
15639,3,515,18.55268878592478,2023-03-20,2023-03-20,5
15640,1,515,30.794437620582517,2023-03-21,2023-03-21,3
15641,2,515,12.055197833641985,2023-03-22,2023-03-22,4
15642,3,515,20.729902337585337,2023-03-23,2023-03-23,4
15643,2,515,18.265989326686416,2023-03-24,2023-03-24,2
15644,4,515,19.56799413440952,2023-03-25,2023-03-25,3
15645,4,515,28.943992999044713,2023-03-26,2023-03-26,2
15646,4,515,33.31166385873024,2023-03-27,2023-03-27,5
15647,1,515,23.148909685992273,2023-03-28,2023-03-28,1
15648,4,515,9.167700600038117,2023-03-29,2023-03-29,4
15649,8,515,30.061914783566884,2023-03-30,2023-03-30,3
15650,4,515,31.24836740449358,2023-03-31,2023-03-31,2
15651,3,516,23.584066243777738,2023-04-01,2023-04-01,2
15652,6,516,16.430646162051513,2023-04-02,2023-04-02,5
15653,5,516,24.449698492499607,2023-04-03,2023-04-03,1
15654,8,516,28.59499980244253,2023-04-04,2023-04-04,4
15655,6,516,18.55930155536556,2023-04-05,2023-04-05,2
15656,2,516,18.71198961291236,2023-04-06,2023-04-06,4
15657,6,516,28.08432098802348,2023-04-07,2023-04-07,4
15658,1,516,30.368292414003133,2023-04-08,2023-04-08,3
15659,8,516,24.093006285688997,2023-04-09,2023-04-09,3
15660,7,516,26.638404000561138,2023-04-10,2023-04-10,4
15661,7,516,32.82301457465864,2023-04-11,2023-04-11,5
15662,7,516,28.222781537894413,2023-04-12,2023-04-12,4
15663,2,516,35.47426271676086,2023-04-13,2023-04-13,3
15664,6,516,11.644370887429107,2023-04-14,2023-04-14,5
15665,4,516,19.027067114437347,2023-04-15,2023-04-15,5
15666,7,516,31.728216994312994,2023-04-16,2023-04-16,5
15667,8,516,34.38720852849833,2023-04-17,2023-04-17,4
15668,3,516,14.13384260909346,2023-04-18,2023-04-18,3
15669,7,516,31.8528672011466,2023-04-19,2023-04-19,3
15670,3,516,27.979756142681197,2023-04-20,2023-04-20,3
15671,5,516,33.14437051545442,2023-04-21,2023-04-21,3
15672,6,516,21.380113190893923,2023-04-22,2023-04-22,1
15673,1,516,29.34964741840328,2023-04-23,2023-04-23,1
15674,7,516,34.69464339605723,2023-04-24,2023-04-24,4
15675,8,516,15.384988194538186,2023-04-25,2023-04-25,2
15676,8,516,23.64928348209566,2023-04-26,2023-04-26,5
15677,8,516,11.204008259752852,2023-04-27,2023-04-27,2
15678,6,516,25.215272071072487,2023-04-28,2023-04-28,1
15679,1,516,21.095346714666864,2023-04-29,2023-04-29,2
15680,1,516,24.27837353103828,2023-04-30,2023-04-30,4
15681,2,517,28.19656681164058,2023-05-01,2023-05-01,2
15682,3,517,13.699056006872553,2023-05-02,2023-05-02,4
15683,8,517,34.835198809701694,2023-05-03,2023-05-03,2
15684,5,517,22.73080066346514,2023-05-04,2023-05-04,1
15685,1,517,28.30670697220997,2023-05-05,2023-05-05,3
15686,8,517,27.539906666452225,2023-05-06,2023-05-06,5
15687,7,517,18.70698856057907,2023-05-07,2023-05-07,4
15688,4,517,34.39625184514049,2023-05-08,2023-05-08,2
15689,4,517,11.496962718571769,2023-05-09,2023-05-09,1
15690,2,517,20.64018047712605,2023-05-10,2023-05-10,3
15691,1,517,17.30647391394829,2023-05-11,2023-05-11,4
15692,3,517,14.995090962376896,2023-05-12,2023-05-12,1
15693,5,517,18.72915963434022,2023-05-13,2023-05-13,4
15694,2,517,26.51027694448349,2023-05-14,2023-05-14,5
15695,1,517,15.761199861585897,2023-05-15,2023-05-15,2
15696,6,517,11.670747353735694,2023-05-16,2023-05-16,4
15697,2,517,25.925534996673385,2023-05-17,2023-05-17,3
15698,3,517,34.10207264973582,2023-05-18,2023-05-18,1
15699,4,517,9.87991940798601,2023-05-19,2023-05-19,4
15700,8,517,23.615011923567632,2023-05-20,2023-05-20,5
15701,4,517,17.62488319234006,2023-05-21,2023-05-21,2
15702,2,517,35.43884824025202,2023-05-22,2023-05-22,4
15703,1,517,23.76299455308086,2023-05-23,2023-05-23,3
15704,2,517,20.53223511560377,2023-05-24,2023-05-24,1
15705,5,517,27.490989370379953,2023-05-25,2023-05-25,1
15706,3,517,24.284387328782604,2023-05-26,2023-05-26,3
15707,1,517,10.581265939833491,2023-05-27,2023-05-27,4
15708,7,517,11.030772686078496,2023-05-28,2023-05-28,4
15709,5,517,16.822625192132485,2023-05-29,2023-05-29,1
15710,7,517,22.519721425456314,2023-05-30,2023-05-30,5
15711,4,518,16.833141436153735,2023-05-31,2023-05-31,3
15712,2,518,25.617650335824298,2023-06-01,2023-06-01,4
15713,6,518,28.82292623005755,2023-06-02,2023-06-02,5
15714,7,518,25.16663084231828,2023-06-03,2023-06-03,4
15715,2,518,24.015688656718247,2023-06-04,2023-06-04,2
15716,4,518,27.582092802894138,2023-06-05,2023-06-05,1
15717,6,518,32.380930785892886,2023-06-06,2023-06-06,4
15718,4,518,24.176129163993078,2023-06-07,2023-06-07,1
15719,5,518,15.411983843540705,2023-06-08,2023-06-08,5
15720,7,518,23.16296292043024,2023-06-09,2023-06-09,2
15721,2,518,19.816529014708916,2023-06-10,2023-06-10,1
15722,7,518,18.323659244455367,2023-06-11,2023-06-11,1
15723,1,518,9.978335811854908,2023-06-12,2023-06-12,3
15724,1,518,19.137153592450776,2023-06-13,2023-06-13,4
15725,6,518,27.62502081279996,2023-06-14,2023-06-14,2
15726,8,518,24.84833318682788,2023-06-15,2023-06-15,2
15727,2,518,23.85375471030354,2023-06-16,2023-06-16,1
15728,1,518,10.563444364527397,2023-06-17,2023-06-17,3
15729,1,518,14.525877677640905,2023-06-18,2023-06-18,1
15730,7,518,33.001640172547646,2023-06-19,2023-06-19,3
15731,1,518,26.02692901758663,2023-06-20,2023-06-20,2
15732,3,518,10.064152328682809,2023-06-21,2023-06-21,3
15733,1,518,20.251736756604203,2023-06-22,2023-06-22,1
15734,5,518,22.829221268194242,2023-06-23,2023-06-23,4
15735,2,518,26.57475816983,2023-06-24,2023-06-24,1
15736,2,518,34.2640824102825,2023-06-25,2023-06-25,3
15737,8,518,9.826265094913,2023-06-26,2023-06-26,3
15738,7,518,25.127356277113563,2023-06-27,2023-06-27,5
15739,2,518,28.811427954075235,2023-06-28,2023-06-28,1
15740,4,518,20.078176782876415,2023-06-29,2023-06-29,1
15741,8,519,20.56076054259052,2023-06-30,2023-06-30,2
15742,2,519,12.730759047514901,2023-07-01,2023-07-01,3
15743,3,519,13.33234638420643,2023-07-02,2023-07-02,5
15744,1,519,23.360198847734566,2023-07-03,2023-07-03,2
15745,4,519,19.46171774983576,2023-07-04,2023-07-04,3
15746,4,519,22.82785353633443,2023-07-05,2023-07-05,3
15747,8,519,15.734010126729311,2023-07-06,2023-07-06,1
15748,6,519,17.298377290476495,2023-07-07,2023-07-07,3
15749,5,519,28.490406533550846,2023-07-08,2023-07-08,2
15750,2,519,9.648246515975996,2023-07-09,2023-07-09,5
15751,5,519,18.6807826353581,2023-07-10,2023-07-10,5
15752,6,519,14.427811812022563,2023-07-11,2023-07-11,1
15753,8,519,22.27200888325045,2023-07-12,2023-07-12,3
15754,3,519,21.28851730241299,2023-07-13,2023-07-13,1
15755,5,519,18.950662755670212,2023-07-14,2023-07-14,1
15756,1,519,23.501295318256265,2023-07-15,2023-07-15,3
15757,1,519,18.370179016938064,2023-07-16,2023-07-16,1
15758,1,519,25.72946289811303,2023-07-17,2023-07-17,4
15759,1,519,28.67789689969325,2023-07-18,2023-07-18,2
15760,5,519,31.387069253872596,2023-07-19,2023-07-19,4
15761,3,519,17.614505381071734,2023-07-20,2023-07-20,1
15762,7,519,18.02216237892107,2023-07-21,2023-07-21,4
15763,8,519,14.711881314036589,2023-07-22,2023-07-22,4
15764,7,519,15.96359980044677,2023-07-23,2023-07-23,4
15765,5,519,26.019684583795932,2023-07-24,2023-07-24,5
15766,1,519,12.270936823457152,2023-07-25,2023-07-25,1
15767,1,519,10.790526366937948,2023-07-26,2023-07-26,1
15768,7,519,9.309509846238699,2023-07-27,2023-07-27,5
15769,8,519,21.986902007770937,2023-07-28,2023-07-28,1
15770,6,519,28.526060851932517,2023-07-29,2023-07-29,3
15771,4,520,9.230791613742609,2023-07-30,2023-07-30,5
15772,5,520,19.581077683406303,2023-07-31,2023-07-31,3
15773,8,520,8.777464813028903,2023-08-01,2023-08-01,2
15774,8,520,29.469342033941746,2023-08-02,2023-08-02,2
15775,4,520,9.270304431036728,2023-08-03,2023-08-03,2
15776,1,520,15.058725308703385,2023-08-04,2023-08-04,3
15777,6,520,30.363965884071128,2023-08-05,2023-08-05,5
15778,6,520,25.85315535307858,2023-08-06,2023-08-06,5
15779,8,520,9.868845779338054,2023-08-07,2023-08-07,3
15780,2,520,12.435418253898156,2023-08-08,2023-08-08,1
15781,6,520,30.443713781975102,2023-08-09,2023-08-09,1
15782,5,520,8.39553339685713,2023-08-10,2023-08-10,1
15783,1,520,12.98742035584366,2023-08-11,2023-08-11,5
15784,7,520,26.396641110156327,2023-08-12,2023-08-12,3
15785,7,520,27.40618378159847,2023-08-13,2023-08-13,5
15786,4,520,28.632901557315463,2023-08-14,2023-08-14,4
15787,2,520,25.22818435889637,2023-08-15,2023-08-15,2
15788,5,520,23.82207986298479,2023-08-16,2023-08-16,3
15789,3,520,27.966667645294297,2023-08-17,2023-08-17,5
15790,6,520,17.95086542853525,2023-08-18,2023-08-18,4
15791,3,520,22.39693177222314,2023-08-19,2023-08-19,4
15792,1,520,29.766406743926908,2023-08-20,2023-08-20,5
15793,2,520,18.579372449751357,2023-08-21,2023-08-21,2
15794,7,520,19.29813364555185,2023-08-22,2023-08-22,5
15795,2,520,26.078397591254237,2023-08-23,2023-08-23,2
15796,4,520,30.748005944556837,2023-08-24,2023-08-24,3
15797,1,520,18.676357425426392,2023-08-25,2023-08-25,4
15798,3,520,27.108835381865664,2023-08-26,2023-08-26,1
15799,5,520,12.55198322271388,2023-08-27,2023-08-27,4
15800,5,520,12.4139270787141,2023-08-28,2023-08-28,3
15801,3,521,22.63875944614199,2023-08-29,2023-08-29,4
15802,1,521,14.257646288871896,2023-08-30,2023-08-30,3
15803,3,521,11.299393085799622,2023-08-31,2023-08-31,5
15804,4,521,9.299259079176041,2023-09-01,2023-09-01,4
15805,7,521,11.629502204702849,2023-09-02,2023-09-02,4
15806,6,521,23.227761123839286,2023-09-03,2023-09-03,1
15807,6,521,16.66487996790685,2023-09-04,2023-09-04,3
15808,3,521,23.780493718706566,2023-09-05,2023-09-05,3
15809,7,521,13.735857268049006,2023-09-06,2023-09-06,3
15810,7,521,29.933706023749263,2023-09-07,2023-09-07,3
15811,1,521,23.705960854692883,2023-09-08,2023-09-08,3
15812,3,521,18.158637143662162,2023-09-09,2023-09-09,5
15813,8,521,16.495340999565325,2023-09-10,2023-09-10,2
15814,8,521,8.957687886375323,2023-09-11,2023-09-11,1
15815,1,521,28.205903446896492,2023-09-12,2023-09-12,4
15816,4,521,13.742750201219966,2023-09-13,2023-09-13,5
