alimentationemissionid,alimentid,begesid,co2emisalimentation,datedebut,datefin,rank
6531,9,753,13.23844096876013,2023-01-13,2023-01-13,5
6532,11,753,23.03037651106093,2023-01-20,2023-01-20,1
6533,9,753,20.261883807250133,2023-01-21,2023-01-21,4
6534,11,753,20.823858250241226,2023-01-22,2023-01-22,5
6535,11,753,12.818460504673224,2023-01-23,2023-01-23,4
6536,11,753,13.822185607922291,2023-01-30,2023-01-30,3
6537,11,754,14.679521086205526,2023-02-03,2023-02-03,5
6538,11,754,23.154619903429936,2023-02-06,2023-02-06,2
6539,9,754,6.885931139495068,2023-02-08,2023-02-08,5
6540,9,754,17.359157205916134,2023-02-11,2023-02-11,4
6541,9,754,17.41123863385325,2023-02-18,2023-02-18,3
6542,11,754,23.40799415069485,2023-02-19,2023-02-19,1
6543,9,754,4.382910799672643,2023-02-20,2023-02-20,3
6544,11,754,17.595319302523233,2023-02-24,2023-02-24,2
6545,3,755,4.398293874019972,2023-03-10,2023-03-10,5
6546,2,755,8.56759009460333,2023-03-14,2023-03-14,2
6547,3,755,5.120318137438046,2023-03-15,2023-03-15,1
6548,3,755,9.18953513122962,2023-03-23,2023-03-23,3
6549,3,755,5.8448279305800135,2023-03-25,2023-03-25,5
6550,2,755,6.397773834567351,2023-03-25,2023-03-25,1
6551,2,756,15.758493687504517,2023-04-03,2023-04-03,4
6552,3,756,6.662714528542739,2023-04-07,2023-04-07,1
6553,2,756,15.898214959272956,2023-04-12,2023-04-12,1
6554,3,756,1.8877040950646229,2023-04-14,2023-04-14,5
6555,2,756,17.550824787676103,2023-04-15,2023-04-15,4
6556,2,756,12.255560072554259,2023-04-18,2023-04-18,2
6557,2,756,2.374532491705179,2023-04-26,2023-04-26,4
6558,3,756,5.081639638314046,2023-04-29,2023-04-29,1
6559,3,757,5.9778834277240875,2023-05-03,2023-05-03,3
6560,2,757,15.819878664398896,2023-05-03,2023-05-03,5
6561,2,757,11.041864411736542,2023-05-05,2023-05-05,3
6562,3,757,4.188391041810533,2023-05-06,2023-05-06,3
6563,3,757,8.253816601227186,2023-05-09,2023-05-09,2
6564,3,757,1.398766588457058,2023-05-10,2023-05-10,4
6565,3,757,5.7963197699421665,2023-05-13,2023-05-13,5
6566,3,757,6.141866753755677,2023-05-19,2023-05-19,2
6567,3,757,2.8348691950460116,2023-05-22,2023-05-22,5
6568,2,757,3.1913029532830985,2023-05-26,2023-05-26,5
6569,2,757,16.12203119755871,2023-05-30,2023-05-30,4
6570,2,758,17.220358463946614,2023-05-31,2023-05-31,1
6571,2,758,2.255555406658632,2023-06-03,2023-06-03,2
6572,3,758,6.107483057971705,2023-06-05,2023-06-05,5
6573,2,758,12.826107139804547,2023-06-07,2023-06-07,4
6574,2,758,3.7049993538903356,2023-06-12,2023-06-12,4
6575,3,758,10.802749620722649,2023-06-15,2023-06-15,3
6576,2,758,3.9074522528549553,2023-06-17,2023-06-17,1
6577,3,758,12.883337514309616,2023-06-18,2023-06-18,2
6578,2,758,17.62580132996483,2023-06-20,2023-06-20,5
6579,3,758,7.696884537632708,2023-06-21,2023-06-21,5
6580,3,758,6.43131367395287,2023-06-27,2023-06-27,1
6581,3,758,13.475917756340527,2023-06-29,2023-06-29,4
6582,12,759,0.9615269025581837,2023-07-01,2023-07-01,5
6583,12,759,6.362852169780783,2023-07-05,2023-07-05,3
6584,10,759,6.751312074076892,2023-07-06,2023-07-06,1
6585,12,759,13.91431181262841,2023-07-07,2023-07-07,2
6586,12,759,13.989268391952564,2023-07-09,2023-07-09,3
6587,12,759,2.2683156505499302,2023-07-14,2023-07-14,4
6588,12,759,5.292861084937475,2023-07-15,2023-07-15,2
6589,10,759,10.57223629496638,2023-07-16,2023-07-16,1
6590,10,759,8.435997805428935,2023-07-20,2023-07-20,4
6591,10,759,7.961372823907209,2023-07-27,2023-07-27,5
6592,10,759,11.789850431932974,2023-07-28,2023-07-28,5
6593,12,759,15.17467165659027,2023-07-29,2023-07-29,2
6594,12,760,11.95891875624201,2023-08-01,2023-08-01,2
6595,10,760,11.458055486057097,2023-08-02,2023-08-02,1
6596,12,760,2.8940389798860395,2023-08-03,2023-08-03,1
6597,10,760,1.4656467878715669,2023-08-04,2023-08-04,2
6598,10,760,6.193489998861218,2023-08-05,2023-08-05,1
6599,12,760,7.284555947544878,2023-08-06,2023-08-06,4
6600,10,760,14.613618448447852,2023-08-07,2023-08-07,3
6601,10,760,11.124519463321482,2023-08-08,2023-08-08,2
6602,10,760,1.0261162058724074,2023-08-09,2023-08-09,2
6603,10,760,13.009514806874677,2023-08-14,2023-08-14,2
6604,10,760,14.468035954405005,2023-08-16,2023-08-16,1
6605,10,760,7.447767118560403,2023-08-18,2023-08-18,2
6606,10,760,10.67989288468087,2023-08-23,2023-08-23,5
6607,12,760,12.431847102929858,2023-08-25,2023-08-25,4
6608,12,760,0.8214088339939235,2023-08-26,2023-08-26,1
6609,12,760,1.8925357163742562,2023-08-27,2023-08-27,1
6610,10,760,12.447772472301509,2023-08-27,2023-08-27,5
6611,12,761,14.667139553595229,2023-09-01,2023-09-01,3
6612,10,761,15.20621322364002,2023-09-09,2023-09-09,5
6613,12,761,15.43884606910539,2023-09-12,2023-09-12,2
6614,12,761,10.571940501782814,2023-09-13,2023-09-13,1
6615,10,761,7.374984719693498,2023-09-17,2023-09-17,4
6616,11,763,7.3464878545968775,2023-10-28,2023-10-28,2
6617,11,763,16.84508038785431,2023-11-15,2023-11-15,3
6618,11,763,11.958949888932063,2023-11-20,2023-11-20,1
6619,11,764,11.92636097399075,2023-12-02,2023-12-02,4
6620,11,764,1.932037258728275,2023-12-08,2023-12-08,2
6621,11,764,15.552056195031561,2023-12-09,2023-12-09,5
6622,11,764,14.968167855345044,2023-12-19,2023-12-19,1
6623,11,765,12.057571460896371,2023-01-03,2023-01-03,2
6624,11,765,21.921967490623516,2023-01-04,2023-01-04,2
6625,9,765,16.825446650673417,2023-01-06,2023-01-06,1
6626,11,765,16.905748615116835,2023-01-07,2023-01-07,4
6627,9,765,14.454975304498788,2023-01-08,2023-01-08,5
6628,11,765,19.668523064284084,2023-01-09,2023-01-09,1
6629,9,765,14.150142009179843,2023-01-14,2023-01-14,3
6630,11,765,20.6891133703151,2023-01-17,2023-01-17,3
6631,9,765,10.2005539689612,2023-01-21,2023-01-21,4
6632,11,765,13.53829463056402,2023-01-23,2023-01-23,5
6633,9,765,19.14651853126093,2023-01-24,2023-01-24,1
6634,11,765,18.925237009199165,2023-01-27,2023-01-27,3
6635,11,765,16.1431714119209,2023-01-29,2023-01-29,4
6636,11,766,1.5046030609341032,2023-02-02,2023-02-02,1
6637,11,766,4.800077344526291,2023-02-03,2023-02-03,5
6638,9,766,15.52648012624309,2023-02-05,2023-02-05,1
6639,11,766,6.393167924767159,2023-02-06,2023-02-06,5
6640,9,766,6.873195349360589,2023-02-08,2023-02-08,4
6641,11,766,6.817049994468072,2023-02-13,2023-02-13,2
6642,9,766,5.579699534718539,2023-02-15,2023-02-15,3
6643,11,766,22.925521655813498,2023-02-16,2023-02-16,5
6644,9,766,10.031749943679333,2023-02-18,2023-02-18,4
6645,9,766,3.9575322952796577,2023-02-20,2023-02-20,4
6646,11,766,5.04740392364839,2023-02-25,2023-02-25,2
6647,2,767,12.235026003286587,2023-03-05,2023-03-05,2
6648,2,767,12.982955821281767,2023-03-06,2023-03-06,5
6649,2,767,17.997403880444644,2023-03-09,2023-03-09,3
6650,2,767,2.2008096733953515,2023-03-15,2023-03-15,5
6651,3,767,8.174079302196017,2023-03-25,2023-03-25,1
6652,3,768,13.333978295502536,2023-04-06,2023-04-06,1
6653,2,768,2.0084558639314625,2023-04-14,2023-04-14,5
6654,3,768,5.471555299890447,2023-04-17,2023-04-17,2
6655,3,768,16.940812964392443,2023-04-18,2023-04-18,4
6656,2,768,2.082224993896035,2023-04-24,2023-04-24,4
6657,3,768,16.258192326097017,2023-04-25,2023-04-25,4
6658,3,768,5.981671603162247,2023-04-26,2023-04-26,4
6659,2,769,8.68357098208236,2023-05-03,2023-05-03,1
6660,3,769,15.750419131228451,2023-05-10,2023-05-10,1
6661,2,769,1.0270288122757718,2023-05-14,2023-05-14,5
6662,3,769,1.6558650707273306,2023-05-16,2023-05-16,2
6663,2,770,5.5485752792500795,2023-05-31,2023-05-31,3
6664,2,770,14.878881091641665,2023-06-02,2023-06-02,3
6665,3,770,17.913892006155628,2023-06-03,2023-06-03,4
6666,2,770,3.233260597163291,2023-06-07,2023-06-07,2
6667,2,770,5.992218919281346,2023-06-08,2023-06-08,2
6668,3,770,14.886283377808661,2023-06-10,2023-06-10,1
6669,3,770,14.539749998323202,2023-06-16,2023-06-16,3
6670,3,770,10.99736918395156,2023-06-18,2023-06-18,1
6671,2,770,16.039132752025196,2023-06-19,2023-06-19,3
6672,3,770,17.48311459368079,2023-06-26,2023-06-26,2
6673,3,770,7.688161675925121,2023-06-28,2023-06-28,1
6674,12,771,0.9214763772670014,2023-07-03,2023-07-03,2
6675,12,771,8.491237391468506,2023-07-06,2023-07-06,2
6676,10,771,4.388764038051044,2023-07-06,2023-07-06,5
6677,10,771,8.102403604092313,2023-07-09,2023-07-09,1
6678,10,771,13.110295585204103,2023-07-11,2023-07-11,4
6679,12,771,15.748187279975378,2023-07-16,2023-07-16,1
6680,10,771,13.313903686496701,2023-07-17,2023-07-17,4
6681,10,771,5.807356616745807,2023-07-19,2023-07-19,2
6682,12,771,4.120138108120418,2023-07-19,2023-07-19,2
6683,10,771,15.520134123356806,2023-07-21,2023-07-21,2
6684,12,771,9.272005725081273,2023-07-23,2023-07-23,5
6685,12,771,5.616249349770466,2023-07-29,2023-07-29,1
6686,10,771,6.115727513099175,2023-07-29,2023-07-29,2
6687,10,772,9.795391644837364,2023-07-30,2023-07-30,2
6688,10,772,1.3994947481235487,2023-08-01,2023-08-01,1
6689,12,772,7.092627424710514,2023-08-05,2023-08-05,2
6690,12,772,8.623888242305163,2023-08-06,2023-08-06,2
6691,10,772,15.918910823527142,2023-08-09,2023-08-09,1
6692,12,772,8.535131564872223,2023-08-11,2023-08-11,2
6693,12,772,9.092520935501511,2023-08-13,2023-08-13,5
6694,12,772,15.732291955252087,2023-08-16,2023-08-16,5
6695,12,772,14.158810264291208,2023-08-20,2023-08-20,1
6696,10,772,8.841573962201684,2023-08-22,2023-08-22,5
6697,12,773,3.3861073873302177,2023-08-30,2023-08-30,4
6698,10,773,13.946407151121319,2023-09-01,2023-09-01,5
6699,12,773,1.8007599823238523,2023-09-04,2023-09-04,2
6700,10,773,6.739616545974599,2023-09-04,2023-09-04,4
6701,10,773,1.2117080185157754,2023-09-07,2023-09-07,1
6702,10,773,13.299313999684081,2023-09-09,2023-09-09,1
6703,12,773,7.196092771759675,2023-09-13,2023-09-13,1
6704,10,773,8.291137285532661,2023-09-17,2023-09-17,3
6705,12,773,15.621513548288831,2023-09-18,2023-09-18,3
6706,12,773,3.2644842375118097,2023-09-20,2023-09-20,1
6707,12,773,14.416144764900068,2023-09-21,2023-09-21,1
6708,10,773,8.523587260024962,2023-09-22,2023-09-22,5
6709,10,773,15.740800285816784,2023-09-23,2023-09-23,1
6710,11,774,19.107509292282952,2023-10-07,2023-10-07,3
6711,11,774,4.969634579549868,2023-10-16,2023-10-16,2
6712,11,774,4.056814564407581,2023-10-23,2023-10-23,4
6713,11,774,17.614170366232788,2023-10-24,2023-10-24,2
6714,11,774,2.6252597781717766,2023-10-26,2023-10-26,5
6715,11,775,2.8965112443457293,2023-11-01,2023-11-01,4
6716,11,775,13.81407781137339,2023-11-13,2023-11-13,4
6717,11,775,6.2363857040653,2023-11-15,2023-11-15,1
6718,11,775,15.120762110032068,2023-11-21,2023-11-21,4
6719,11,775,13.733850790061588,2023-11-26,2023-11-26,5
6720,11,776,16.41831844738493,2023-12-11,2023-12-11,3
6721,11,776,9.24403774354596,2023-12-16,2023-12-16,3
6722,9,777,1.2869504192128214,2023-01-02,2023-01-02,3
6723,11,777,16.954439488230893,2023-01-05,2023-01-05,4
6724,11,777,16.98259922028811,2023-01-07,2023-01-07,4
6725,9,777,5.1944556521764405,2023-01-07,2023-01-07,5
6726,9,777,15.979851525159363,2023-01-08,2023-01-08,5
6727,11,777,15.67548315008386,2023-01-16,2023-01-16,3
6728,11,777,7.9908177296832035,2023-01-20,2023-01-20,5
6729,9,777,4.484718552290794,2023-01-23,2023-01-23,2
6730,9,777,17.31335233488412,2023-01-26,2023-01-26,5
6731,9,777,15.953607936638532,2023-01-27,2023-01-27,5
6732,11,778,7.672577388418547,2023-02-01,2023-02-01,2
6733,11,778,21.580262021812338,2023-02-04,2023-02-04,5
6734,9,778,1.269069487866744,2023-02-08,2023-02-08,3
6735,11,778,4.393397897247037,2023-02-12,2023-02-12,4
6736,9,778,23.8852299195588,2023-02-16,2023-02-16,1
6737,11,778,8.704830082641262,2023-02-19,2023-02-19,3
6738,9,778,22.04276904761222,2023-02-24,2023-02-24,3
6739,11,778,7.790722126190982,2023-02-24,2023-02-24,3
6740,9,778,8.447115147595161,2023-02-26,2023-02-26,3
6741,9,778,9.90599962850799,2023-02-27,2023-02-27,5
6742,3,779,16.714911255224276,2023-03-05,2023-03-05,3
6743,2,779,5.280310360012676,2023-03-09,2023-03-09,2
6744,2,779,13.884202017912457,2023-03-10,2023-03-10,2
6745,3,779,5.260502132944391,2023-03-11,2023-03-11,1
6746,3,779,16.485152192712352,2023-03-13,2023-03-13,4
6747,3,779,7.730310803626483,2023-03-14,2023-03-14,1
6748,2,779,6.959112967149706,2023-03-24,2023-03-24,3
6749,3,779,10.818688822661125,2023-03-25,2023-03-25,4
6750,3,779,4.220011126835043,2023-03-30,2023-03-30,5
6751,2,780,17.80937247218523,2023-04-01,2023-04-01,3
6752,2,780,13.284068171247963,2023-04-03,2023-04-03,4
6753,2,780,17.01049862502748,2023-04-05,2023-04-05,3
6754,3,780,15.747578588611598,2023-04-08,2023-04-08,5
6755,3,780,6.741198115595385,2023-04-09,2023-04-09,2
6756,3,780,7.461260182167113,2023-04-14,2023-04-14,4
6757,2,780,13.782221285973993,2023-04-16,2023-04-16,5
6758,2,780,15.02537797020678,2023-04-24,2023-04-24,2
6759,3,780,17.705024767712715,2023-04-25,2023-04-25,5
6760,3,780,13.398010345523181,2023-04-27,2023-04-27,5
6761,3,780,7.992448216233275,2023-04-30,2023-04-30,1
6762,2,781,4.143674029485698,2023-05-03,2023-05-03,5
6763,3,781,17.9308019759276,2023-05-06,2023-05-06,3
6764,2,781,8.715476619112918,2023-05-08,2023-05-08,1
6765,2,781,15.704966282214397,2023-05-10,2023-05-10,1
6766,2,781,6.515158880330516,2023-05-12,2023-05-12,3
6767,2,781,3.7081000565414244,2023-05-18,2023-05-18,3
6768,2,781,3.6955120601029163,2023-05-22,2023-05-22,4
6769,2,781,1.2328504178186068,2023-05-23,2023-05-23,4
6770,3,781,8.729081286023002,2023-05-24,2023-05-24,2
6771,2,781,2.902402133929111,2023-05-26,2023-05-26,3
6772,2,781,1.119410201229298,2023-05-27,2023-05-27,4
6773,2,782,13.798989838151003,2023-06-11,2023-06-11,1
6774,2,782,13.818216361449682,2023-06-16,2023-06-16,2
6775,2,782,10.441415095048912,2023-06-17,2023-06-17,3
6776,2,782,16.811957863902784,2023-06-18,2023-06-18,3
6777,2,782,14.906973473576286,2023-06-21,2023-06-21,5
6778,3,782,14.702392362789052,2023-06-22,2023-06-22,2
6779,2,782,6.4501664480008705,2023-06-23,2023-06-23,1
6780,3,782,16.644305456771423,2023-06-24,2023-06-24,2
6781,2,782,12.506774941606427,2023-06-27,2023-06-27,2
6782,3,782,13.586005676459566,2023-06-29,2023-06-29,1
6783,12,783,12.2328111748893,2023-07-01,2023-07-01,2
6784,10,783,10.370145399375595,2023-07-02,2023-07-02,1
6785,12,783,14.98510455849725,2023-07-05,2023-07-05,1
6786,12,783,8.16619827134515,2023-07-11,2023-07-11,2
6787,10,783,1.789789413834268,2023-07-13,2023-07-13,2
6788,12,783,1.9241683623823325,2023-07-14,2023-07-14,2
6789,10,783,1.949269927283017,2023-07-16,2023-07-16,5
6790,12,783,10.330098906862531,2023-07-17,2023-07-17,5
6791,10,783,13.94776567282697,2023-07-18,2023-07-18,5
6792,10,783,6.6889255410610025,2023-07-21,2023-07-21,2
6793,12,783,15.170827838681568,2023-07-25,2023-07-25,1
6794,12,783,5.21080716705298,2023-07-26,2023-07-26,5
6795,10,783,1.4687013238675448,2023-07-28,2023-07-28,5
6796,12,783,10.36109985453482,2023-07-29,2023-07-29,5
6797,12,784,3.4271330823112978,2023-08-09,2023-08-09,1
6798,12,784,11.292901642543768,2023-08-10,2023-08-10,5
6799,10,784,4.29874282071583,2023-08-11,2023-08-11,2
6800,12,784,4.935701153151054,2023-08-14,2023-08-14,1
6801,10,784,3.059611448308072,2023-08-15,2023-08-15,5
6802,12,784,15.139886099285148,2023-08-16,2023-08-16,2
6803,10,784,5.6874223232292245,2023-08-22,2023-08-22,4
6804,12,784,10.920337303562297,2023-08-23,2023-08-23,3
6805,12,785,13.5170532321226,2023-08-30,2023-08-30,3
6806,12,785,6.2698215574801095,2023-08-31,2023-08-31,1
6807,10,785,12.578686657812105,2023-09-01,2023-09-01,1
6808,12,785,10.936008602837328,2023-09-02,2023-09-02,1
6809,12,785,8.594067818026252,2023-09-03,2023-09-03,5
6810,10,785,14.860066533339769,2023-09-06,2023-09-06,3
6811,10,785,3.98521395155449,2023-09-08,2023-09-08,5
6812,12,785,4.182542880107492,2023-09-10,2023-09-10,5
6813,10,785,5.564103418811856,2023-09-13,2023-09-13,4
6814,10,785,2.6397562209745744,2023-09-17,2023-09-17,1
6815,10,785,11.018220131773571,2023-09-18,2023-09-18,2
6816,10,785,4.999760811491256,2023-09-19,2023-09-19,1
6817,12,785,14.355275389797072,2023-09-20,2023-09-20,5
6818,12,785,15.791428944591775,2023-09-23,2023-09-23,2
6819,10,785,9.263285892972936,2023-09-24,2023-09-24,4
6820,10,785,2.4197661644355812,2023-09-26,2023-09-26,2
6821,11,786,11.170551500584944,2023-10-07,2023-10-07,1
6822,11,786,12.228529524330712,2023-10-09,2023-10-09,5
6823,11,786,17.438636138523027,2023-10-11,2023-10-11,2
6824,11,786,7.479861328602195,2023-10-12,2023-10-12,5
6825,11,786,2.2414482735321535,2023-10-14,2023-10-14,4
6826,11,786,2.69883147655157,2023-10-18,2023-10-18,1
6827,11,786,10.778487124528661,2023-10-20,2023-10-20,5
6828,11,787,6.2779780143287365,2023-10-31,2023-10-31,3
6829,11,787,18.365041053428122,2023-11-14,2023-11-14,5
6830,11,788,6.119194835833461,2023-12-01,2023-12-01,4
6831,11,788,15.729893841423625,2023-12-02,2023-12-02,3
6832,11,788,12.7683683954818,2023-12-05,2023-12-05,4
6833,11,788,13.305347867035344,2023-12-09,2023-12-09,2
6834,11,788,7.813657632064806,2023-12-14,2023-12-14,1
6835,11,788,17.757754245457704,2023-12-17,2023-12-17,2
6836,11,788,12.246928169516424,2023-12-22,2023-12-22,4
6837,9,789,11.35504087024559,2023-01-01,2023-01-01,4
6838,9,789,14.3388731164061,2023-01-02,2023-01-02,4
6839,11,789,16.23549947745201,2023-01-03,2023-01-03,4
6840,11,789,12.159147009642757,2023-01-06,2023-01-06,3
6841,11,789,18.248469861176993,2023-01-15,2023-01-15,3
6842,9,789,16.545488630277223,2023-01-16,2023-01-16,2
6843,9,789,20.5348962086344,2023-01-19,2023-01-19,4
6844,11,789,20.64136308606147,2023-01-21,2023-01-21,5
6845,11,789,22.440396754176938,2023-01-22,2023-01-22,3
6846,9,789,15.438966404837739,2023-01-24,2023-01-24,1
6847,11,789,18.504532294178855,2023-01-30,2023-01-30,1
6848,9,790,16.93731612154623,2023-02-01,2023-02-01,3
6849,9,790,6.305658588281001,2023-02-06,2023-02-06,3
6850,11,790,21.19604922953176,2023-02-07,2023-02-07,4
6851,11,790,13.231656493072192,2023-02-08,2023-02-08,1
6852,9,790,15.009234496815367,2023-02-12,2023-02-12,5
6853,11,790,2.0239673992042584,2023-02-14,2023-02-14,2
6854,9,790,8.1623647903212,2023-02-21,2023-02-21,1
6855,9,790,12.034497964373676,2023-02-24,2023-02-24,5
6856,11,790,16.06338781107864,2023-02-26,2023-02-26,2
6857,9,790,21.668878412390253,2023-02-27,2023-02-27,3
6858,9,790,18.984082088838367,2023-02-28,2023-02-28,4
6859,3,791,16.098176684980253,2023-03-03,2023-03-03,3
6860,2,791,10.292497174833715,2023-03-05,2023-03-05,4
6861,3,791,7.502890567123092,2023-03-05,2023-03-05,1
6862,3,791,17.13503889211688,2023-03-06,2023-03-06,5
6863,3,791,8.716629656208687,2023-03-08,2023-03-08,1
6864,3,791,17.40144267743271,2023-03-09,2023-03-09,1
6865,3,791,16.345223721907413,2023-03-15,2023-03-15,2
6866,2,791,3.8806620567023,2023-03-15,2023-03-15,2
6867,2,791,13.61807788622357,2023-03-16,2023-03-16,1
6868,3,791,5.073550068649249,2023-03-19,2023-03-19,1
6869,3,791,2.085076572731564,2023-03-24,2023-03-24,1
6870,3,791,6.56814753500413,2023-03-25,2023-03-25,5
6871,3,791,13.788580618665488,2023-03-30,2023-03-30,3
6872,2,792,8.061431626063936,2023-04-05,2023-04-05,4
6873,3,792,1.3286018051531843,2023-04-07,2023-04-07,3
6874,2,792,4.046236190832306,2023-04-07,2023-04-07,5
6875,2,792,1.1104026344456304,2023-04-11,2023-04-11,5
6876,3,792,3.94990108617181,2023-04-12,2023-04-12,5
6877,3,792,14.46792125593369,2023-04-22,2023-04-22,3
6878,3,792,13.172001036697884,2023-04-26,2023-04-26,3
6879,3,792,15.699947532972482,2023-04-27,2023-04-27,2
6880,3,792,12.39259106887789,2023-04-30,2023-04-30,1
6881,3,793,5.466712193107452,2023-05-01,2023-05-01,3
6882,2,793,5.194625573163794,2023-05-02,2023-05-02,3
6883,2,793,12.048683591960092,2023-05-03,2023-05-03,1
6884,2,793,16.068319077521025,2023-05-05,2023-05-05,4
6885,3,793,4.296257882499265,2023-05-08,2023-05-08,4
6886,3,793,15.038255780837746,2023-05-11,2023-05-11,3
6887,3,793,11.009402494426071,2023-05-13,2023-05-13,1
6888,3,793,12.547004684491931,2023-05-25,2023-05-25,5
6889,3,793,11.7115788146085,2023-05-26,2023-05-26,1
6890,2,793,11.460885500466027,2023-05-27,2023-05-27,1
6891,3,793,5.339670896852127,2023-05-29,2023-05-29,4
6892,2,794,8.62718035057488,2023-06-01,2023-06-01,2
6893,3,794,2.606790617781921,2023-06-02,2023-06-02,4
6894,3,794,10.55081984577444,2023-06-04,2023-06-04,4
6895,3,794,1.3212022042858966,2023-06-06,2023-06-06,1
6896,3,794,1.0988868747239167,2023-06-13,2023-06-13,1
6897,2,794,7.696657627709029,2023-06-15,2023-06-15,3
6898,3,794,15.064240923718804,2023-06-15,2023-06-15,1
6899,2,794,8.047001238381927,2023-06-16,2023-06-16,5
6900,3,794,8.08935421553354,2023-06-18,2023-06-18,2
6901,3,794,3.673470350046735,2023-06-19,2023-06-19,3
6902,2,794,16.24098863354514,2023-06-20,2023-06-20,1
6903,2,794,17.738374108761946,2023-06-23,2023-06-23,2
6904,2,794,9.787077245830323,2023-06-25,2023-06-25,1
6905,12,795,1.200976559684325,2023-06-30,2023-06-30,3
6906,10,795,7.413293566810232,2023-06-30,2023-06-30,2
6907,10,795,15.362631725361897,2023-07-03,2023-07-03,5
6908,10,795,15.199824486174254,2023-07-10,2023-07-10,4
6909,10,795,12.197230655623514,2023-07-11,2023-07-11,5
6910,10,795,13.505168090516202,2023-07-12,2023-07-12,3
6911,12,795,13.586842185288972,2023-07-12,2023-07-12,1
6912,12,795,9.540250676278253,2023-07-15,2023-07-15,3
6913,12,795,13.063962337349873,2023-07-18,2023-07-18,5
6914,12,795,5.398143268031482,2023-07-19,2023-07-19,5
6915,12,795,9.551016700546988,2023-07-20,2023-07-20,2
6916,12,795,12.916826889404792,2023-07-22,2023-07-22,4
6917,12,796,11.864466259697286,2023-07-31,2023-07-31,4
6918,10,796,15.534627483742197,2023-07-31,2023-07-31,4
6919,12,796,2.0845868287240243,2023-08-01,2023-08-01,3
6920,12,796,5.412105875009793,2023-08-02,2023-08-02,4
6921,10,796,3.8392929920101944,2023-08-04,2023-08-04,2
6922,12,796,3.851874928789522,2023-08-09,2023-08-09,1
6923,12,796,2.265196079617116,2023-08-10,2023-08-10,4
6924,10,796,10.94502530039532,2023-08-13,2023-08-13,1
6925,10,796,14.496723389620897,2023-08-17,2023-08-17,2
6926,10,796,2.3710944362120445,2023-08-24,2023-08-24,3
6927,12,796,9.18884254589162,2023-08-25,2023-08-25,2
6928,10,797,4.845091569672033,2023-09-02,2023-09-02,5
6929,12,797,11.648307068611508,2023-09-05,2023-09-05,2
6930,10,797,1.3460809447866078,2023-09-12,2023-09-12,3
6931,12,797,11.171789282832464,2023-09-15,2023-09-15,3
6932,10,797,8.702412544082241,2023-09-16,2023-09-16,5
6933,12,797,11.993153630371474,2023-09-16,2023-09-16,5
6934,12,797,6.134519108129133,2023-09-21,2023-09-21,4
6935,10,797,13.630466186748965,2023-09-26,2023-09-26,5
6936,11,798,7.315211963686035,2023-10-05,2023-10-05,5
6937,11,798,14.775632011448996,2023-10-18,2023-10-18,3
6938,11,799,12.724913243054552,2023-10-30,2023-10-30,4
6939,11,799,14.530890167607273,2023-11-03,2023-11-03,4
6940,11,799,8.686138234900861,2023-11-05,2023-11-05,3
6941,11,799,18.357358377391098,2023-11-10,2023-11-10,2
6942,11,799,9.431344666164069,2023-11-21,2023-11-21,4
6943,11,799,5.685647265502377,2023-11-22,2023-11-22,1
6944,11,799,9.500155415818522,2023-11-26,2023-11-26,1
6945,11,800,2.681604290469037,2023-12-05,2023-12-05,1
6946,11,800,1.360956428190799,2023-12-07,2023-12-07,2
6947,11,800,18.82238616576752,2023-12-11,2023-12-11,3
6948,11,800,19.25224026214476,2023-12-12,2023-12-12,1
6949,11,800,13.76682983298316,2023-12-13,2023-12-13,1
6950,11,800,10.310134601792308,2023-12-14,2023-12-14,1
6951,11,800,13.419662581567014,2023-12-25,2023-12-25,5
6952,9,801,3.378294631638757,2023-01-02,2023-01-02,3
6953,11,801,4.049940152846418,2023-01-03,2023-01-03,3
6954,11,801,22.079550106067263,2023-01-04,2023-01-04,3
6955,11,801,10.44943300440904,2023-01-07,2023-01-07,2
6956,9,801,2.6986674378255566,2023-01-10,2023-01-10,2
6957,11,801,3.398849702800592,2023-01-11,2023-01-11,5
6958,9,801,11.460625706773317,2023-01-23,2023-01-23,4
6959,9,801,19.60366526699438,2023-01-29,2023-01-29,4
6960,9,802,2.3720646281070805,2023-01-31,2023-01-31,4
6961,11,802,18.00399109184483,2023-02-02,2023-02-02,3
6962,11,802,8.527909122556235,2023-02-04,2023-02-04,1
6963,9,802,20.905367963299874,2023-02-10,2023-02-10,5
6964,11,802,17.72735981164218,2023-02-11,2023-02-11,2
6965,11,802,7.27095183209504,2023-02-12,2023-02-12,5
6966,9,802,1.9860398059164455,2023-02-16,2023-02-16,2
6967,11,802,19.974262043349974,2023-02-18,2023-02-18,2
6968,11,802,7.0006947761964025,2023-02-19,2023-02-19,5
6969,11,802,11.61126083724768,2023-02-22,2023-02-22,5
6970,11,802,6.759422651031314,2023-02-23,2023-02-23,4
6971,11,802,5.881584605075985,2023-02-26,2023-02-26,2
6972,9,802,12.808992825088351,2023-03-01,2023-03-01,4
6973,3,803,10.208143346553086,2023-03-02,2023-03-02,5
6974,2,803,10.407706113083014,2023-03-05,2023-03-05,1
6975,2,803,13.073462664543104,2023-03-14,2023-03-14,1
6976,3,803,5.134112185838317,2023-03-19,2023-03-19,3
6977,2,803,8.391121757997693,2023-03-22,2023-03-22,4
6978,2,803,5.529254661961308,2023-03-23,2023-03-23,2
